customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category
1633,Jeremy,Williams,jeremy.williams@gmail.com,+1-202-989-8875,2025-03-10 10:48:05.948346,High_Value,Direct,18-25,High,415.06,0.2,True,False,False,2025-07-04 13:16:12.000102,15,Beauty
1634,Frank,Richardson,frankrichardson@outlook.com,+1-790-215-3434,2024-06-28 06:24:55.751725,Medium_Value,Direct,18-25,Premium,164.34,0.42,False,False,True,2025-07-04 13:16:05.453073,4,Clothing
1635,Thomas,Cross,thomascross@gmail.com,+1-214-761-2339,2023-10-18 09:53:32.183133,Low_Value,Push,46-55,Low,97.45,0.82,True,True,False,2025-07-04 13:14:24.813999,34,Books
1636,Candice,Howard,candicehoward@yahoo.com,+1-817-456-8009,2024-07-20 04:07:43.770928,Low_Value,Email,26-35,Premium,68.57,0.66,True,True,False,2025-07-04 13:14:35.698666,1,Books
1637,Melissa,Jones,melissajones@gmail.com,+1-373-475-3759,2024-06-29 08:01:07.582446,New_Customer,Social,36-45,High,83.76,0.64,True,True,False,2025-07-04 13:13:19.745485,43,Clothing
1638,Tracy,Lee,tracylee@hotmail.com,+1-941-689-6121,2025-04-08 01:30:20.699784,High_Value,SMS,55+,High,299.11,0.27,True,True,True,2025-07-04 13:16:14.517626,2,Clothing
1639,Natalie,Munoz,nataliemunoz@hotmail.com,+1-875-373-8132,2025-02-22 23:18:00.388528,Low_Value,Email,18-25,High,53.78,0.83,True,False,True,2025-07-04 13:15:46.608528,45,Electronics
1640,Kelsey,Barrett,kelsey9@gmail.com,+1-881-956-8155,2024-04-10 04:06:29.959949,New_Customer,Push,,Premium,46.77,0.51,True,False,True,2025-07-04 13:14:49.217121,31,Beauty
1641,Denise,Walker,denise318@hotmail.com,+1-219-890-7446,2023-07-06 23:46:12.913098,Medium_Value,Email,55+,Low,81.07,0.44,True,True,True,2025-07-04 13:15:27.725263,34,Clothing
1642,Jacqueline,Williams,jacqueline463@gmail.com,+1-243-631-6499,2025-04-14 19:38:23.069986,Medium_Value,Push,46-55,,196.55,0.4,True,False,True,2025-07-04 13:16:22.918082,42,Sports
1643,Garrett,Henderson,garretthenderson@yahoo.com,+1-662-373-4358,2025-06-04 11:26:01.443844,Medium_Value,SMS,55+,High,93.57,0.56,True,True,False,2025-07-04 13:16:09.279857,8,Home
1644,Pamela,Morgan,pamela.morgan@outlook.com,+1-280-515-8986,2024-10-02 23:13:10.121706,New_Customer,SMS,46-55,Premium,66.82,0.64,False,False,True,2025-07-04 13:18:39.572241,5,Home
1645,Shane,Wright,shane860@outlook.com,+1-727-419-2523,2024-02-09 17:07:23.023436,New_Customer,Email,,Premium,46.79,0.66,False,True,False,2025-07-04 13:16:07.138871,37,Beauty
1646,Natasha,Hall,natashahall@yahoo.com,+1-591-765-7945,2025-05-16 18:37:02.286231,High_Value,SMS,,Medium,287.08,0.24,False,False,True,2025-07-04 13:17:53.164504,44,Sports
1647,Lonnie,Goodman,lonnie107@outlook.com,+1-625-891-4524,2024-10-10 10:51:56.847087,High_Value,Social,18-25,Low,468.33,0.37,False,False,True,2025-07-04 13:13:34.209379,19,Beauty
1648,Rodney,Rodriguez,rodney612@gmail.com,+1-528-676-2264,2024-09-03 11:34:51.279666,Low_Value,Social,36-45,High,56.78,0.68,True,False,True,2025-07-04 13:15:30.643691,7,Home
1649,Keith,Smith,keithsmith@gmail.com,+1-732-728-7281,2024-12-19 09:04:03.278193,Low_Value,Direct,36-45,Medium,42.57,0.62,False,False,False,2025-07-04 13:18:38.087411,29,Beauty
1650,Laura,Dennis,laura.dennis@outlook.com,+1-416-490-1475,2023-12-07 08:02:02.063223,Medium_Value,Social,26-35,High,109.58,0.46,True,True,False,2025-07-04 13:13:15.910973,10,Beauty
1651,Shannon,Reid,shannon462@yahoo.com,+1-989-540-9265,2024-05-24 01:24:17.623056,New_Customer,SMS,26-35,Medium,60.77,0.67,False,False,False,,5,Clothing
1652,Trevor,Morton,trevor.morton@yahoo.com,+1-330-899-2241,2025-04-13 21:30:15.075179,Medium_Value,Direct,36-45,Premium,166.95,0.52,True,True,True,2025-07-04 13:16:31.213274,15,Books
1653,Richard,Bishop,richard.bishop@gmail.com,+1-362-535-9314,2023-11-07 08:25:51.058263,New_Customer,Push,46-55,Medium,56.2,0.55,False,True,True,2025-07-04 13:14:45.898543,19,Books
1654,Michael,King,michael407@gmail.com,+1-842-331-8624,2024-04-28 00:15:26.815908,Low_Value,Email,55+,Medium,71.12,0.88,False,True,True,2025-07-04 13:12:47.001372,43,Beauty
1655,Sarah,Dillon,sarah.dillon@yahoo.com,+1-324-271-6749,2024-04-01 07:52:26.294473,Low_Value,Email,18-25,High,53.32,0.64,False,False,False,2025-07-04 13:17:50.492528,23,Electronics
1656,Leslie,Graham,leslie.graham@gmail.com,+1-738-574-9032,2023-12-16 10:42:48.424573,New_Customer,Direct,18-25,Medium,108.25,0.78,True,True,True,2025-07-04 13:16:21.014706,12,Sports
1657,Chris,Barrett,chris109@yahoo.com,+1-287-965-1959,2024-05-18 02:33:36.586454,Medium_Value,Direct,26-35,High,142.63,0.63,True,False,False,2025-07-04 13:13:45.183550,30,Beauty
1658,Lisa,Elliott,lisa905@hotmail.com,+1-862-565-7703,2025-02-26 18:52:32.540067,Medium_Value,SMS,55+,High,147.03,0.41,True,True,True,,38,Home
1659,Shawn,Santos,shawnsantos@hotmail.com,+1-674-915-8245,2024-01-17 10:44:31.463929,Medium_Value,Direct,18-25,Low,159.63,0.69,True,False,True,2025-07-04 13:17:47.203752,33,Electronics
1660,Mark,Taylor,mark.taylor@gmail.com,+1-370-226-3636,2023-10-03 17:46:12.739416,High_Value,Push,55+,Medium,217.05,0.25,True,True,False,2025-07-04 13:18:02.819240,33,Electronics
1661,Kelsey,Garcia,kelsey.garcia@outlook.com,+1-842-516-4072,2024-09-26 01:28:21.528930,High_Value,Direct,26-35,High,387.36,0.22,False,True,True,,17,Beauty
1662,Charles,Lin,charles424@hotmail.com,+1-795-239-3652,2024-03-27 17:43:39.486773,New_Customer,Email,55+,Medium,76.09,0.6,False,True,True,,3,Clothing
1663,Randy,Mitchell,randy.mitchell@gmail.com,+1-224-288-7174,2023-11-21 22:50:13.212955,Low_Value,SMS,18-25,High,31.89,0.82,True,True,False,2025-07-04 13:12:57.571505,3,Books
1664,William,Smith,william.smith@yahoo.com,+1-983-360-2662,2025-07-04 07:58:58.023007,High_Value,Direct,36-45,High,327.0,0.33,False,True,False,2025-07-04 13:14:42.726030,16,Sports
1665,Thomas,Reilly,thomas.reilly@yahoo.com,+1-839-936-7387,2024-04-20 07:31:12.343157,High_Value,Push,46-55,Premium,390.22,0.21,True,False,True,,9,Home
1666,Terry,Stein,terry.stein@gmail.com,+1-938-427-1319,2023-12-13 14:21:32.568011,New_Customer,Email,46-55,Premium,92.29,0.66,False,True,True,2025-07-04 13:17:00.603142,16,Books
1667,Lisa,Allen,lisa678@outlook.com,+1-561-789-8917,2023-12-04 11:28:37.627141,High_Value,Direct,18-25,High,432.86,0.22,False,True,False,2025-07-04 13:16:48.173529,11,Clothing
1668,David,Hill,david463@outlook.com,+1-596-306-8397,2025-01-28 01:53:15.910138,Medium_Value,Social,18-25,Premium,194.73,0.47,False,True,False,2025-07-04 13:16:54.082370,42,Sports
1669,Charles,Burns,charles.burns@gmail.com,+1-818-640-3462,2025-05-08 10:37:33.432653,Medium_Value,Push,18-25,Medium,192.1,0.56,True,True,True,2025-07-04 13:15:25.335771,24,Books
1670,Derek,Carter,derek.carter@outlook.com,+1-645-542-7627,2023-12-02 05:49:28.629860,High_Value,SMS,36-45,High,313.68,0.36,False,False,True,,44,Books
1671,Douglas,Robinson,douglas.robinson@hotmail.com,+1-994-586-4437,2024-08-05 07:02:02.428860,New_Customer,Email,18-25,Medium,54.56,0.73,False,True,True,2025-07-04 13:13:48.215118,4,Electronics
1672,Rebecca,Donovan,rebecca.donovan@outlook.com,+1-368-523-5593,2024-05-24 20:59:49.886737,New_Customer,Direct,55+,Low,107.64,0.62,True,False,False,2025-07-04 13:15:49.410304,38,Books
1673,Tina,Schroeder,tina.schroeder@hotmail.com,+1-859-708-7731,2024-07-17 10:39:44.674204,Medium_Value,Social,36-45,Low,114.92,0.53,False,False,False,2025-07-04 13:15:13.314536,23,Clothing
1674,Mary,Sullivan,marysullivan@gmail.com,+1-277-211-4658,2024-03-04 18:21:38.006571,Low_Value,Push,26-35,Medium,51.13,0.84,False,True,False,2025-07-04 13:13:57.789846,17,Sports
1675,Michael,Lucero,michaellucero@outlook.com,+1-567-859-6433,2024-01-14 08:09:42.728985,Low_Value,Push,18-25,Low,94.04,0.62,True,True,True,2025-07-04 13:13:51.247845,26,Home
1676,John,Meyer,john716yahoo.com,+1-619-967-3836,2024-06-22 15:44:29.858597,New_Customer,SMS,55+,High,138.5,0.61,True,True,False,2025-07-04 13:14:38.504417,5,Books
1677,Mark,Rubio,mark755@hotmail.com,+1-917-767-5503,2025-03-07 08:28:53.504140,New_Customer,Push,46-55,Low,76.44,0.71,True,True,True,2025-07-04 13:14:27.817944,0,Beauty
1678,Christine,Peterson,christine.peterson@gmail.com,+1-456-582-4383,2023-12-30 05:35:05.641510,Medium_Value,Direct,36-45,,142.1,0.65,True,True,True,2025-07-04 13:13:12.274678,0,Clothing
1679,Rebecca,Moody,rebecca628@gmail.com,+1-543-613-9935,2025-01-01 23:18:51.214336,Low_Value,Direct,26-35,Premium,82.71,0.64,True,True,False,,30,Clothing
1680,Thomas,Carter,thomas749@yahoo.com,+1-307-652-2287,2023-11-18 22:15:29.512871,New_Customer,Direct,46-55,Medium,117.18,0.73,False,False,False,2025-07-04 13:16:59.514286,18,Beauty
1681,Michaela,Barrera,michaela595@yahoo.com,+1-436-354-1025,2025-04-24 05:28:25.493517,Low_Value,SMS,36-45,Low,82.0,0.85,False,True,True,2025-07-04 13:16:19.416535,29,Beauty
1682,Lisa,Morgan,lisamorgan@hotmail.com,+1-516-416-2467,2023-11-02 01:39:54.228212,Low_Value,Direct,26-35,Low,92.05,0.88,True,False,False,2025-07-04 13:17:52.524813,31,Books
1683,Joseph,Rasmussen,joseph.rasmussen@gmail.com,+1-933-819-7930,2024-12-14 19:47:03.075511,Low_Value,Social,,High,48.75,0.73,True,True,False,,15,Books
1684,Timothy,Meza,timothy.meza@outlook.com,+1-512-373-4362,2024-12-14 23:44:54.167196,Medium_Value,Push,46-55,Premium,94.94,0.68,True,True,False,2025-07-04 13:13:10.631063,10,Electronics
1685,Mia,Figueroa,mia51@gmail.com,+1-429-471-5328,2024-09-18 13:31:54.740228,Low_Value,SMS,36-45,Low,58.21,0.6,False,True,False,2025-07-04 13:18:12.767350,21,Clothing
1686,William,Williams,william.williams@hotmail.com,+1-961-960-7578,2025-04-16 17:21:47.872303,New_Customer,Direct,46-55,High,66.7,0.56,True,True,False,2025-07-04 13:14:44.075759,3,Clothing
1687,Teresa,Thomas,teresa.thomas@gmail.com,+1-855-915-1855,2025-04-28 12:50:54.174821,New_Customer,Push,36-45,Low,144.21,0.79,True,False,False,2025-07-04 13:16:05.216085,39,Books
1688,Cassandra,Brennan,cassandra668@outlook.com,+1-377-329-1160,2025-02-07 13:03:33.838904,High_Value,Push,26-35,Premium,347.95,0.35,False,True,False,2025-07-04 13:15:03.557492,12,Sports
1689,Alexander,Stevens,alexanderstevens@yahoo.com,+1-882-409-6421,2023-12-10 22:30:09.705681,High_Value,Social,26-35,High,265.33,0.22,True,True,True,2025-07-04 13:18:14.675495,34,Electronics
1690,Stacey,Miller,stacey.miller@outlook.com,+1-636-457-7523,2024-08-05 14:27:39.605190,High_Value,Push,46-55,High,282.82,0.38,False,True,False,,10,Home
1691,Michael,Mcgrath,michaelmcgrath@yahoo.com,+1-937-434-4267,2023-12-15 10:28:04.063688,Low_Value,Social,36-45,Premium,87.15,0.75,False,True,True,,31,Electronics
1692,Samantha,Perry,samantha792@gmail.com,+1-809-639-4740,2023-11-10 16:38:34.014305,Medium_Value,Push,36-45,Low,158.77,0.54,True,False,False,2025-07-04 13:17:24.645245,7,Books
1693,Travis,Erickson,travis602@gmail.com,+1-634-360-6586,2024-04-27 02:03:03.701405,New_Customer,Direct,26-35,High,98.19,0.59,True,False,False,2025-07-04 13:13:43.125808,21,Sports
1694,Todd,Rodriguez,toddrodriguez@gmail.com,+1-584-300-9799,2025-05-14 06:41:35.478460,Medium_Value,Direct,18-25,Low,174.38,0.47,False,True,False,,20,Electronics
1695,Sara,Sanchez,sara.sanchez@yahoo.com,+1-863-257-1687,2023-07-11 05:31:57.119835,High_Value,Direct,55+,Low,255.31,0.28,True,False,True,2025-07-04 13:18:13.607423,34,Books
1696,Christopher,George,christophergeorge@hotmail.com,+1-931-874-3994,2024-12-25 09:46:41.724199,New_Customer,SMS,18-25,Premium,46.75,0.7,True,False,False,2025-07-04 13:15:54.377280,39,Beauty
1697,Sarah,Welch,sarah.welch@yahoo.com,+1-226-673-8166,2023-12-10 15:50:52.493738,Medium_Value,Email,55+,High,180.69,0.56,False,False,True,2025-07-04 13:15:44.515824,3,Clothing
1698,Billy,Barnes,billy725@outlook.com,+1-819-393-8979,2025-03-04 17:51:10.004937,High_Value,Social,46-55,,188.16,0.23,True,False,False,2025-07-04 13:14:11.043260,4,Electronics
1699,Richard,Taylor,richard.taylor@yahoo.com,+1-529-293-4448,2023-11-02 01:10:31.423097,New_Customer,SMS,,,139.24,0.69,False,False,True,2025-07-04 13:13:37.894985,25,Books
1700,Gina,Weber,gina863@gmail.com,+1-451-836-8712,2025-02-07 16:19:21.917032,Medium_Value,SMS,,Premium,198.36,0.62,True,False,False,2025-07-04 13:14:21.390018,50,Electronics
1701,Meghan,Wilkins,meghan.wilkins@outlook.com,+1-836-523-7750,2023-09-12 05:57:32.276254,Medium_Value,SMS,55+,Medium,91.66,0.43,True,False,False,,12,Clothing
1702,Crystal,Hodge,crystal.hodge@outlook.com,+1-517-294-2949,2025-06-06 09:43:32.707557,New_Customer,Email,36-45,High,41.03,0.66,False,False,True,,22,Beauty
1703,Robert,Miller,robert199@outlook.com,+1-985-541-1857,2024-09-05 07:36:04.585636,Medium_Value,SMS,36-45,Low,127.76,0.6,False,False,False,,23,Beauty
1704,Steven,Holder,stevenholder@gmail.com,+1-965-734-9277,2023-12-14 05:50:52.079073,New_Customer,Push,26-35,Low,133.7,0.63,False,True,True,2025-07-04 13:14:42.641579,38,Electronics
1705,Latoya,Romero,latoya.romero@yahoo.com,+1-300-853-5672,2023-11-11 04:05:47.605364,New_Customer,Social,55+,Medium,121.54,0.59,False,False,True,2025-07-04 13:13:37.208252,43,Clothing
1706,James,Hernandez,jameshernandez@outlook.com,+1-719-582-1317,2023-11-17 06:40:50.811613,Low_Value,Push,18-25,Premium,87.99,0.85,False,False,True,2025-07-04 13:12:54.193232,36,Sports
1707,Katherine,Sanders,katherinesanders@yahoo.com,+1-810-470-3957,2024-08-27 13:42:42.014462,New_Customer,Email,55+,Medium,39.58,0.8,False,True,False,2025-07-04 13:18:32.412238,37,Home
1708,John,Harris,john.harris@hotmail.com,+1-754-788-6691,2023-11-12 09:10:14.916337,New_Customer,Push,18-25,Low,135.34,0.63,False,False,False,,15,Sports
1709,Maria,Hicks,mariahicks@gmail.com,+1-463-636-2994,2023-07-20 20:35:50.022002,Medium_Value,Social,55+,High,189.13,0.65,False,True,True,2025-07-04 13:17:55.151567,16,Sports
1710,Randy,Mcguire,randy.mcguire@yahoo.com,+1-977-530-1061,2024-04-11 15:38:08.602906,High_Value,Push,36-45,Medium,324.84,0.3,False,True,True,2025-07-04 13:16:29.414731,4,Beauty
1711,Ariana,Williams,arianawilliams@gmail.com,+1-658-908-8242,2024-07-08 07:55:18.819853,Low_Value,Direct,55+,High,98.07,0.62,False,True,False,2025-07-04 13:13:56.956558,8,Electronics
1712,Robin,Brown,robin.brown@yahoo.com,+1-236-611-9301,2024-07-25 20:03:19.869705,New_Customer,SMS,18-25,Premium,133.89,0.78,False,True,False,,1,Home
1713,Julie,Johnson,juliejohnson@outlook.com,+1-515-211-1701,2025-01-04 16:00:25.087984,New_Customer,Social,36-45,Low,98.46,0.7,False,True,True,2025-07-04 13:18:02.312782,19,Clothing
1714,Cameron,Sanchez,cameron.sanchez@outlook.com,+1-530-904-2734,2024-04-16 12:09:39.521922,High_Value,Social,18-25,Premium,322.47,0.24,False,True,True,2025-07-04 13:15:00.791754,4,Clothing
1715,Donald,Romero,donaldromero@gmail.com,+1-525-823-9125,2024-02-22 14:11:01.243797,New_Customer,Email,26-35,Medium,109.31,0.55,False,True,False,2025-07-04 13:13:04.980442,35,Sports
1716,Heather,Rocha,heather160@hotmail.com,+1-356-798-5327,2024-06-01 17:48:05.433530,Low_Value,Social,18-25,Medium,32.27,0.65,False,True,False,,41,Home
1717,Michelle,Lee,michellelee@hotmail.com,+1-202-490-6458,2024-05-02 21:19:26.268706,New_Customer,SMS,26-35,Premium,91.8,0.71,True,True,False,2025-07-04 13:15:49.599396,7,Books
1718,Joel,Rangel,joel752@yahoo.com,+1-655-642-7986,2024-05-03 00:28:38.246354,New_Customer,Direct,18-25,High,60.46,0.61,True,True,False,2025-07-04 13:13:37.827254,42,Home
1719,Stephanie,Oconnor,stephanie966@hotmail.com,+1-480-682-5791,2025-03-07 21:17:48.490789,Low_Value,Direct,36-45,Low,58.89,0.66,True,True,False,,40,Clothing
1720,Maria,Warner,mariawarner@yahoo.com,+1-699-751-6669,2024-11-01 20:32:25.533471,Medium_Value,Social,55+,High,175.97,0.6,True,False,True,,45,Home
1721,Justin,Rogers,justin.rogers@outlook.com,+1-760-675-5616,2024-09-24 11:41:15.980311,High_Value,Email,46-55,Medium,156.06,0.23,False,True,False,2025-07-04 13:17:55.734678,21,Beauty
1722,Shaun,Norman,shaun347@gmail.com,+1-757-935-2024,2024-11-21 17:27:18.731446,Low_Value,Push,18-25,Medium,99.38,0.89,True,False,True,,30,Sports
1723,Jennifer,Reyes,jenniferreyes@yahoo.com,+1-608-939-7695,2024-05-26 16:19:21.050558,Medium_Value,Email,26-35,High,162.71,0.54,False,False,False,,26,Sports
1724,Alicia,Bryant,alicia.bryant@gmail.com,+1-776-528-9417,2025-03-23 16:12:08.526051,Medium_Value,Direct,18-25,High,172.38,0.64,False,True,True,2025-07-04 13:13:04.248274,46,Sports
1725,Michael,Rollins,michael.rollins@yahoo.com,+1-615-521-9820,2024-02-19 14:51:41.829103,New_Customer,Direct,55+,Low,131.3,0.69,False,False,True,2025-07-04 13:15:04.684938,23,Beauty
1726,Debbie,Lee,debbie.lee@outlook.com,+1-571-857-1107,2024-06-21 17:12:36.834297,High_Value,Social,46-55,Medium,365.12,0.22,True,False,False,2025-07-04 13:14:39.276944,5,Sports
1727,Kathryn,Ray,kathryn.ray@yahoo.com,+1-928-771-1463,2024-02-07 18:40:41.726134,High_Value,Push,46-55,Low,492.21,0.36,True,True,False,2025-07-04 13:15:10.228597,4,Sports
1728,Ashley,Simmons,ashley.simmons@yahoo.com,+1-756-984-8973,2025-02-21 13:24:26.151212,High_Value,Direct,26-35,Premium,406.81,0.22,True,False,False,,46,Beauty
1729,Amanda,Stone,amandastone@gmail.com,+1-375-599-8086,2024-09-29 15:28:37.952612,Low_Value,Push,26-35,Premium,49.41,0.61,True,False,False,2025-07-04 13:17:05.536708,14,Books
1730,Brad,Sanchez,brad.sanchez@yahoo.com,+1-726-500-7839,2025-03-10 23:09:16.681220,Low_Value,Push,26-35,Medium,67.28,0.77,False,False,False,2025-07-04 13:16:18.596766,44,Electronics
1731,Patrick,Jones,patrick915@outlook.com,+1-784-633-1923,2024-01-28 00:21:49.538785,High_Value,SMS,46-55,Low,439.18,0.34,False,True,True,2025-07-04 13:16:17.730836,42,Electronics
1732,Lisa,Duke,lisaduke@yahoo.com,+1-270-322-8793,2025-05-19 18:25:20.533241,Medium_Value,Social,,,96.37,0.49,True,False,False,2025-07-04 13:16:55.137775,23,Books
1733,Jonathan,Lewis,jonathan640@yahoo.com,+1-935-895-4282,2024-08-27 12:50:07.055018,Low_Value,Direct,36-45,Medium,99.85,0.61,False,False,True,2025-07-04 13:13:15.057354,31,Home
1734,Cynthia,Bates,cynthiabates@outlook.com,+1-978-631-4129,2025-03-27 17:08:09.430221,Low_Value,SMS,26-35,Low,75.44,0.62,True,True,True,,37,Home
1735,Sherri,Underwood,sherriunderwood@hotmail.com,+1-535-420-3293,2025-04-18 03:10:53.868421,New_Customer,SMS,18-25,,46.86,0.62,False,True,True,2025-07-04 13:16:30.263021,35,Sports
1736,William,Smith,williamsmith@yahoo.com,+1-540-381-7063,2023-12-27 21:01:02.222209,Medium_Value,Direct,55+,Low,187.41,0.48,False,True,True,2025-07-04 13:13:00.229140,34,Books
1737,Donna,Miller,donna463@outlook.com,+1-334-224-9744,2023-12-09 13:53:28.917866,High_Value,Social,18-25,Low,460.49,0.34,False,False,True,2025-07-04 13:18:01.300564,4,Books
1738,Leslie,Warner,leslie.warner@gmail.com,+1-592-994-3687,2024-07-22 20:09:52.181462,High_Value,Social,26-35,High,170.87,0.32,True,True,True,2025-07-04 13:13:09.740597,8,Books
1739,Leslie,Marks,leslie.marks@outlook.com,+1-485-634-5106,2025-04-24 20:02:29.053973,New_Customer,Push,26-35,High,98.5,0.79,True,False,False,2025-07-04 13:12:56.335955,4,Books
1740,Joshua,Garcia,joshuagarcia@gmail.com,+1-802-795-5197,2025-04-12 19:52:54.055151,High_Value,Email,26-35,Medium,164.01,0.26,True,False,False,,37,Clothing
1741,Madison,Lloyd,madison.lloyd@outlook.com,+1-816-457-6802,2024-11-14 10:33:54.681155,New_Customer,Direct,26-35,Low,125.93,0.66,False,True,False,2025-07-04 13:14:18.643700,11,Beauty
1742,Gary,Phillips,gary454@gmail.com,+1-379-554-6872,2024-06-02 01:41:30.216347,High_Value,Social,55+,Medium,394.62,0.22,False,True,False,2025-07-04 13:13:48.805455,18,Electronics
1743,Nicole,Spence,nicole.spence@gmail.com,+1-704-907-2721,2023-07-18 19:44:31.468361,High_Value,Push,18-25,Premium,157.19,0.27,False,True,False,2025-07-04 13:17:29.087574,15,Books
1744,Janet,Casey,janet.casey@gmail.com,+1-354-423-7605,2024-04-01 12:39:50.779149,Medium_Value,Push,,Premium,156.91,0.68,False,True,False,,9,Electronics
1745,Sharon,Garcia,sharon.garcia@outlook.com,+1-349-869-2049,2024-03-30 05:26:50.660411,Low_Value,SMS,46-55,Medium,68.94,0.85,False,False,True,,11,Electronics
1746,Allison,Larson,allisonlarson@outlook.com,+1-710-826-9077,2025-02-06 20:39:30.644337,Low_Value,Direct,18-25,Premium,52.52,0.62,True,False,False,2025-07-04 13:12:54.933825,43,Sports
1747,Sherry,Rogers,sherryrogers@gmail.com,+1-927-919-4250,2023-12-06 22:56:03.749185,Low_Value,Push,46-55,Low,32.3,0.87,True,True,False,,9,Electronics
1748,Joseph,Porter,josephporter@outlook.com,+1-447-345-5219,2024-05-06 01:48:06.152886,High_Value,Direct,55+,High,363.53,0.32,True,True,True,2025-07-04 13:18:13.936101,39,Home
1749,Chad,Moore,chad.moore@hotmail.com,+1-435-466-1137,2023-07-29 17:04:39.729375,New_Customer,Email,,Premium,84.57,0.53,False,True,True,2025-07-04 13:17:16.015413,6,Clothing
1750,Heather,Davis,heatherdavis@yahoo.com,+1-652-970-7943,2024-11-21 04:49:24.313749,Low_Value,Email,46-55,Medium,51.9,0.73,True,True,False,2025-07-04 13:14:32.948128,11,Books
1751,Margaret,Lewis,margaret.lewis@yahoo.com,+1-939-854-6034,2024-05-30 05:37:13.622883,Medium_Value,Push,18-25,,137.78,0.49,True,True,False,2025-07-04 13:15:12.337518,36,Books
1752,Victor,Sullivan,victor836@hotmail.com,+1-393-633-9749,2024-10-01 08:42:42.139253,Medium_Value,SMS,18-25,Low,149.26,0.44,False,False,True,2025-07-04 13:13:33.241800,48,Books
1753,Veronica,Lopez,veronica.lopez@yahoo.com,+1-376-702-1538,2024-09-03 03:26:26.515239,High_Value,SMS,36-45,,186.1,0.29,False,True,False,2025-07-04 13:12:56.319487,29,Books
1754,Jacob,Austin,jacob.austin@outlook.com,+1-905-200-2576,2023-07-14 02:41:03.330223,New_Customer,Push,26-35,Medium,100.67,0.67,True,True,True,,13,Clothing
1755,Pamela,Lee,pamelalee@gmail.com,+1-870-994-1318,2025-05-12 14:48:22.803070,High_Value,Direct,,High,193.91,0.29,False,False,True,2025-07-04 13:17:00.618819,27,Electronics
1756,Jason,Hoffman,jason974@yahoo.com,+1-208-237-4347,2025-01-24 23:35:29.351427,New_Customer,Direct,55+,Medium,111.0,0.53,False,True,True,2025-07-04 13:17:51.029926,19,Electronics
1757,Caleb,Blankenship,caleb.blankenship@hotmail.com,+1-663-399-6908,2023-10-22 11:37:07.974651,High_Value,Social,26-35,Premium,256.36,0.24,False,False,False,2025-07-04 13:13:40.841485,9,Electronics
1758,Jeremy,Mills,jeremy946@gmail.com,+1-314-690-8757,2023-11-21 00:07:36.903465,High_Value,Direct,18-25,Premium,202.7,0.29,True,False,False,2025-07-04 13:14:33.344913,39,Electronics
1759,Bradley,Wood,bradley.wood@gmail.com,+1-211-462-1433,2025-06-21 14:14:55.972722,Low_Value,Social,18-25,,78.99,0.87,False,True,True,2025-07-04 13:17:05.307521,2,Books
1760,Kathryn,Mason,kathryn577@hotmail.com,+1-523-911-4175,2024-10-10 00:56:00.197392,Medium_Value,Social,26-35,Medium,80.55,0.67,False,False,False,2025-07-04 13:15:50.977647,17,Beauty
1761,Morgan,Thompson,morgan762@gmail.com,+1-619-494-2614,2023-11-08 09:34:10.472047,Low_Value,Email,55+,Low,27.33,0.64,True,False,True,2025-07-04 13:16:29.175456,19,Sports
1762,Jon,Morgan,jon739@hotmail.com,+1-725-343-7213,2024-11-11 05:33:13.797625,New_Customer,SMS,55+,High,138.15,0.58,False,True,False,,50,Electronics
1763,Phillip,Lopez,phillip669@yahoo.com,+1-645-447-2779,2023-12-18 09:15:13.077143,New_Customer,Direct,26-35,Low,81.3,0.53,False,True,True,2025-07-04 13:18:02.284979,48,Sports
1764,Juan,Lowery,juanlowery@yahoo.com,+1-730-784-7166,2023-09-16 19:24:37.933522,High_Value,Email,55+,High,247.38,0.22,True,True,True,,23,Books
1765,Janet,Lewis,janet40@gmail.com,+1-948-531-3636,2023-11-30 14:11:34.692669,Low_Value,Push,,Low,92.41,0.8,False,True,False,2025-07-04 13:13:52.775256,24,Beauty
1766,Melanie,Ferrell,melanieferrell@gmail.com,+1-877-695-9094,2024-12-13 22:41:49.674133,High_Value,SMS,46-55,Low,272.86,0.27,True,False,False,2025-07-04 13:13:18.821700,49,Books
1767,Cathy,Chen,cathychen@yahoo.com,+1-395-544-1658,2024-06-12 22:19:22.445943,Medium_Value,Social,26-35,Premium,119.45,0.48,True,False,False,2025-07-04 13:16:42.857903,5,Clothing
1768,Douglas,Wu,douglas.wu@outlook.com,+1-891-611-3581,2024-07-09 16:25:32.128840,Medium_Value,Social,26-35,Medium,143.92,0.58,False,False,True,2025-07-04 13:13:15.485804,36,Home
1769,Stacy,Charles,stacycharles@gmail.com,+1-519-243-3723,2024-05-26 05:17:07.209024,Low_Value,Push,18-25,Medium,77.07,0.8,False,False,True,2025-07-04 13:15:12.655239,32,Books
1770,Jeffrey,Wood,jeffreywood@gmail.com,+1-753-254-8630,2023-09-18 11:11:54.730623,High_Value,Email,55+,Medium,258.27,0.39,False,False,False,2025-07-04 13:12:52.989234,36,Beauty
